result_id|test_id|sample_size_mean_op|sample_size_mean|sample_size_min_op|sample_size_min|sample_size_max_op|sample_size_max|sample_size_unit|sample_size_comments|obs_duration_mean_op|obs_duration_mean|obs_duration_min_op|obs_duration_min|obs_duration_max_op|obs_duration_max|obs_duration_unit|obs_duration_comments|endpoint|endpoint_comments|trend|effect|effect_comments|measurement|measurement_comments|response_site|response_site_comments|effect_pct_mean_op|effect_pct_mean|effect_pct_min_op|effect_pct_min|effect_pct_max_op|effect_pct_max|effect_pct_comments|conc1_type|ion1|conc1_mean_op|conc1_mean|conc1_min_op|conc1_min|conc1_max_op|conc1_max|conc1_unit|conc1_comments|conc2_type|ion2|conc2_mean_op|conc2_mean|conc2_min_op|conc2_min|conc2_max_op|conc2_max|conc2_unit|conc2_comments|conc3_type|ion3|conc3_mean_op|conc3_mean|conc3_min_op|conc3_min|conc3_max_op|conc3_max|conc3_unit|conc3_comments|bcf1_mean_op|bcf1_mean|bcf1_min_op|bcf1_min|bcf1_max_op|bcf1_max|bcf1_unit|bcf1_comments|bcf2_mean_op|bcf2_mean|bcf2_min_op|bcf2_min|bcf2_max_op|bcf2_max|bcf2_unit|bcf2_comments|bcf3_mean_op|bcf3_mean|bcf3_min_op|bcf3_min|bcf3_max_op|bcf3_max|bcf3_unit|bcf3_comments|significance_code|significance_type|significance_level_mean_op|significance_level_mean|significance_level_min_op|significance_level_min|significance_level_max_op|significance_level_max|significance_comments|chem_analysis_method|chem_analysis_method_comments|endpoint_assigned|organism_final_wt_mean_op|organism_final_wt_mean|organism_final_wt_min_op|organism_final_wt_min|organism_final_wt_max_op|organism_final_wt_max|organism_final_wt_unit|organism_final_wt_comments|intake_rate_mean_op|intake_rate_mean|intake_rate_min_op|intake_rate_min|intake_rate_max_op|intake_rate_max|intake_rate_unit|intake_rate_comments|lipid_pct_mean_op|lipid_pct_mean|lipid_pct_min_op|lipid_pct_min|lipid_pct_max_op|lipid_pct_max|lipid_pct_comments|dry_wet|dry_wet_pct_mean_op|dry_wet_pct_mean|dry_wet_pct_min_op|dry_wet_pct_min|dry_wet_pct_max_op|dry_wet_pct_max|dry_wet_pct_comments|steady_state|additional_comments|companion_tag|created_date|modified_date|old_terretox_result_number
703546|1254673||||||||||96|||||h||EC50|||POP||ABND|||||||||||A|||172|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| LIFESTG/VILLAUMAR//DNUM/11//||02/03/2006||
724891|1273572||||||||||1|||||mi||NOEC||INC|BCM||FLRS/|F684 F735 RATIO,STATS TO V CONTROL|WO|||||||||F||||>|0|<|11|ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P||0.05||||||U||R||||||||||||||||||||||||||||||||| CHAR/USED AS SOLVENT//DNUM/6//DOSES/>0 TO <11/50/~100/~500/~1000 ug/L//TESTID/4//CONTR/B,V//DOSES/SOME VALUES FROM GRAPH//CONC/FROM GRAPH////|1273572|06/17/2008||
2380231|2190048||||||||||96|||||h||LOEC||INC|BCM||CHLA/|PER CELL||||||||||A|||1|||||uM||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||Z||R||||||||||||||||||||||||||||||||| |69954|04/11/2017|04/11/2017|
736419|1282710||||||||||48|||||h||LOEL||INC|BCM||MLDH|||||||||||A|||50|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| TIME/72 AND 96 HOURS ALSO REPORTED//DNUM/5//DOSES/50/100/200/400 ug/L//TESTID/1//||08/29/2008||
705074|1255797||||||||||20|||||mi||EC50|||POP||PSYN|||||||||||A|||104.2|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||10/20/2006||
225553|1238654||||||||||24|||||h||EC10||DEC|POP||ABND/|STATS BASED ON POOLED CONTROLS//||||||||||A|||0.059||0.0077||0.23|mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| CONTR/C,V//||01/28/2004||
703020|1244390||||||||||96|||||h||LOEC||DEC|POP||BMAS|||||||||||F|||25|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|1e-4||||||U||P||||||||||||||||||||||||||||||||| TESTID/2//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/LAB//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/1//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//|1254229|01/18/2006|04/10/2017|
186371|1210170||||||||||||5||1440|mi||BCF||INC|ACC||RSDE||WO|||||||||F|||40|||||ug/L|||||||||||||||||||||||324.1|||||L/kg|||||||||||||||||||||||||||U||P||||||||||||||||||||||||Dry||||||||| ||04/14/2000|07/24/2013|
704827|1255578||||||||||96|||||h||EC50||DEC|POP||ABND|||||||||||F|||0.1100|||||mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||10/05/2006|07/05/2012|
711589|1261270||||||||||||7||15|d||EC100/|REPORTED AS MINIMUM LETHAL HERBICIDE CONCENTRATION|DEC|POP||PGRT|||||||||||A|||7|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||R||||||||||||||||||||||||||||||||| ||02/02/2006|10/10/2016|
2200490|2109852||||||||||96|||||h||NOEC||DEC|POP||ABND/|STATS TO V CONTROL||||||||||A|||||28.10||307.00|ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ANOSIG|A||0.05||||||M||R|||||||||||||||||||||||||||||||||CONC1/ONLY CONC TESTED// ||06/10/2014|06/10/2014|
2188395|2103045||||||||||24|||||h||||CHG|POP||PSII/|ETo/RC, ALSO MEASURED QUANTUM YIELD, NON-REGULATED, NON-PHOTOCHEMICAL ENERGY DISSIPATION||||||||||F|||||10||1000|umol/L||||||||||||||||||||||||||||||||||||||||||||||MULT|P|<|0.05||||||U||||||||||||||||||||||||||||||||||| ||03/30/2014|03/30/2014|
2378404|2189533||||||||||48|||||h||||CHG|POP||CHLA|||||||||||F|||||0.05||5.00|mg/L||||||||||||||||||||||||||||||||||||||||||||||MULT|||||||||U||||||||||||||||||||||||||||||||||| ||03/31/2017|04/06/2017|
2378414|2189533||||||||||24|||||h||LOEC||INC|POP||CHLO|||||||||||F|||0.05|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| ||03/31/2017|04/06/2017|
2691150|2294099||||||||||24|||||h||NOEC||DEC|POP||PGRT|||||||||||F|||0.01|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|||||||||U||P||||||||||||||||||||||||||||||||| ||10/10/2022|10/10/2022|
2691286|2294099||||||||||24|||||h||NOEC||DEC|PHY||PSYN|||||||||||F|||0.004|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|||||||||U||P||||||||||||||||||||||||||||||||| ||10/10/2022|10/10/2022|
228372|1230004||||||||||72|||||h||EC50||DEC|POP||ABND/|CELL NUMBER-AREA, EBC50//||||||||||A|||110||110||120|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||R||||||||||||||||||||||||||||||||| ||09/21/2004|09/21/2004|
704984|1255701||||||||||96|||||h||IC25||DEC|POP||ABND/|FLUORESCENCE||||||||||A|||55.9|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||10/17/2006|04/11/2017|
800833|1339876||||||||||48|||||h||LOEC||INC|BCM||FLRS|||||||||||F|||100|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| DNUM/2//DOSES/100 ug/L//TESTID/1//OEF/MIXTURE//CONC/ONLY CONC TESTED////||09/14/2011||
703359|1254532||||||||||96|||||h||LOEC|||POP||PGRT|||||||||||A|||50.0|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||||||||||||||||||||||||||||||||||| DNUM/6//DOSES/12.5/25.0/50.0/100.0/200.0 ug/L//|1254532|01/30/2006||
163439|1203212||||||||||7|||||d||EC50||DEC|POP||GPOP/|CHLOROPHYLL A//||||||||||A|||536.6|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||04/28/1998|05/05/1998|
2175565|2095615||||||||||48|||||h||LOEC||DEC|POP||PGRT|||||21||||||A|||52.1|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<=|0.05||||||M||R||||||||||||||||||||||||||||||||| ||02/05/2014|02/05/2014|
94231|1139945||||||||||3|||||h||EC50|||PHY||PSYN|||||||||||A|||500|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||01/27/1987||
235641|1244376||||||||||96|||||h||LOEC||DEC|BCM||CHLA|||||||||||F|||25|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|1e-4||||||U||P||||||||||||||||||||||||||||||||| TESTID/1//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/LAB//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/4//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//|69820|06/08/2007|04/10/2017|
800836|1339879||||||||||48|||||h||LOEC||DEC|POP||CHLO|||||||||||F|||100|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| DNUM/2//DOSES/100 ug/L//TESTID/1//OEF/MIXTURE//CONC/ONLY CONC TESTED////||09/14/2011||
2175364|2095527||||||||||72|||||h||EC50||DEC|PHY||PSII/|QUANTUM YIELD||||||||||F||||>|0|<|200|nM|FROM GRAPH||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||CONC1/FROM GRAPH// ||02/04/2014|02/07/2014|
162496|1202959||||||||||48|||||h||EC50||DEC|POP||GPOP/|CHLOROPHYLL A, SPECTROPHOTOMETRIC//||||||||||F|||985|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| NR||04/13/1998|04/22/1998|
184837|1210184||||||||||72|||||h||EC50||DEC|POP||PGRT|||||||||||A|||164|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||03/27/2000||
2190129|2103893||||||||||96|||||h||LOEC||DEC|BCM||LIPD||WO|||51.39|||||OF CONTROL|F|||100|||||ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|1e-4||||||U||R|||||||||||||||||||||||||||||||||EFCT%/OF CONTROL//CONC1/ONLY CONC TESTED// ||04/09/2014|04/09/2014|
2190428|2104041||||||||||48|||||h||EC25||DEC|POP||PSII|||||||||||A|||48.46|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||04/10/2014|04/10/2014|
108558|1140704||||||||||24|||||h||EC50|||PHY/||PSYN|||||||||||F|||219||192||257|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| EFCT/C14 UPTAKE// ||07/15/1992|07/21/1992|
108813|1008181||||||||||0.08|||||h||EC50|||PHY||PSYN|||||||||||A|||42||37||51|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||07/17/1992||
216415|1223950||||||||||14|||||d||||NEF|POP||BMAS||WO|||||||||A|||10|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||||||||||||||||||||||||||||||||||| EFCT%/0% FROM CONTROL//||03/19/2003|03/25/2003|
2459485|2220893|||||||||<=|12|||||d|DURING STATIONARY GROWTH PHASE|EC50||DEC|POP||ABND|||||||||||A|||1041|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||OTIME/DURING STATIONARY GROWTH PHASE// ||05/22/2019|05/22/2019|
108564|1140710||||||||||24|||||h||EC50|||PHY/||PSYN|||||||||||F|||49||44||55|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| EFCT/C14 UPTAKE// ||07/15/1992|06/14/1994|
225664|1236614||||||||||96|||||h||EC50||DEC|POP||PGRT|||||||||||F|||0.4132|||||mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||01/29/2004|10/18/2007|
2380222|2190048||||||||||48|||||h||IC50||DEC|POP||ABND|||||||||||A|||0.20|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||Z||P||||||||||||||||||||||||||||||||| ||04/11/2017|04/11/2017|
2380241|2190048||||||||||96|||||h||LOEC||INC|BCM||CARC/|PER CELL||||||||||A|||1|||||uM||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||Z||R||||||||||||||||||||||||||||||||| |69955|04/11/2017|04/11/2017|
2380256|2190048||||||||||96|||||h||LOEC||INC|BCM||PRCO/|PER CELL||||||||||A|||0.5|||||uM||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||Z||R||||||||||||||||||||||||||||||||| |69957|04/11/2017|04/11/2017|
2380271|2190048||||||||||96|||||h||LOEC||DEC|ENZ||NRDT|||||||||||A|||0.1|||||uM||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||Z||R||||||||||||||||||||||||||||||||| ||04/11/2017|04/11/2017|
101403|1150358||||||||||||1||2|d|||||POP/||GPOP|||||||||||F|||21.6|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| EFCT/DEC GROWTH RATE// ||02/04/1988||
736418|1282709||||||||||72|||||h||LOEL||INC|ENZ||SODA/|ADDITIONAL ENZ MEASUREMENTS REPORTED||||||||||A|||50|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| TIME/48 AND 96 HOURS ALSO REPORTED//DNUM/5//DOSES/50/100/200/400 ug/L//TESTID/1//||08/29/2008||
2450327|2218235||||||||||48|||||h||EC50||DEC|POP||ABND|||||||||||A|||0.076|||||mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||03/07/2019|03/07/2019|
13307|1047574||||||||||24|||||h||EC50|||REP||GREP|||||||||||A|||120||106||136|mol|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||08/07/1992||
198578|1212734||||||||||72|||||h||EC50||DEC|POP||PGRT|||||||||||F|||42.4|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| LIFESTG/STRAIN//||01/19/2001||
163422|1203195||||||||||28|||||d||EC50||DEC|POP||GPOP/|OPTICAL DENSITY//||||||||||A|||110.6|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||04/28/1998|05/05/1998|
225685|1236649||||||||||96|||||h||EC50||DEC|POP||PGRT|||||||||||F|||0.1237|||||mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||01/29/2004|03/19/2009|
2691380|2294140||||||||||24|||||h||||DEC|POP||PGRT|||||||24.8||100.0||F|||||12.3||333.3|mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||10/11/2022|10/11/2022|
235651|1244390||||||||||96|||||h||LOEC||DEC|POP||ABND|||||||||||F|||12.5|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|1e-4||||||U||P||||||||||||||||||||||||||||||||| TESTID/2//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/WLD//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/1//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//|69823|06/08/2007|04/10/2017|
201468|1211023||||||||||96|||||h||EC50||DEC|POP||CHLO|||||||||||A|||169||132||204|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||07/18/2001||
225554|1238655||||||||||48|||||h||EC10||DEC|POP||ABND/|STATS BASED ON POOLED CONTROLS//||||||||||A|||0.0020||0.0000||0.019|mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| CONTR/C,V//||01/28/2004||
148250|1190297||||||||||96|||||h||||CHG|BCM||CHLO/|CLRA//||||||||||A|||||5||100|ug/L||||||||||||||||||||||||||||||||||||||||||||||MULT|P||0.05||||||U||||||||||||||||||||||||||||||||||| ||05/22/1997||
187993|1214810||||||||||12|||||d||EC50||DEC|POP||PGRT|||||||||||A|||53.89|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||05/11/2000|05/23/2000|
2175352|2095518||||||||||72|||||h||EC50||DEC|PHY||PSII/|QUANTUM YIELD||||||||||F||||>|200|<|400|nM|FROM GRAPH||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||CONC1/FROM GRAPH// ||02/04/2014|02/07/2014|
2200481|2109843||||||||||96|||||h||NOEC||DEC|POP||ABND/|STATS TO V CONTROL||||||||||A|||||28.10||307.00|ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ANOSIG|A||0.05||||||M||R|||||||||||||||||||||||||||||||||CONC1/ONLY CONC TESTED// ||06/10/2014|06/10/2014|
188006|1214823||||||||||12|||||d||EC50||DEC|POP||BMAS|||||||||||A|||75.74|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||05/11/2000|05/23/2000|
225552|1238653||||||||||120|||||h||NOEC||DEC|POP||ABND/|STATS BASED ON POOLED CONTROLS//||||||||||A|||0.016|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|0.05||||||M||P||||||||||||||||||||||||||||||||| CONTR/C,V//||01/28/2004||
709254|1259156||||||||||96|||||h||LOEC||DEC|PHY||CASS||PRO|||15.64||||||A|||34|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||||R||||||||||||||||||||||||||||||||| DNUM/4//DOSES/34/68/136 ug/L//TESTID/2//||03/15/2007||
225548|1238649||||||||||48|||||h||EC50||DEC|POP||ABND/|STATS BASED ON POOLED CONTROLS//||||||||||A|||0.049||0.0039||0.48|mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| CONTR/C,V//||01/28/2004||
2175458|2095579||||||||||72|||||h||EC50||DEC|PHY||PSII/|QUANTUM YIELD||||||||||F||||>|200|<|400|nM|FROM GRAPH||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||CONC1/FROM GRAPH// ||02/05/2014|02/05/2014|
136504|1157539||||||||||72|||||h||EC50||CHG|POP||GPOP|||||||||||F|||187.3|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ||05/07/1996||
703032|1254239||||||||||96|||||h||EC50|||POP||ABND|||||||||||A|||56|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| DNUM/10//DOSES/0.216 to 2160 ug/L//||01/18/2006||
2175466|2095587||||||||||72|||||h||EC50||DEC|PHY||PSII/|QUANTUM YIELD||||||||||F|||317|||||nM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||02/05/2014|02/05/2014|
402532|1229309||||||||||16|||||d||EC100|||POP||GPOP|||||||||||F|||1|||||umol/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||||P||||||||||||||||||||||||||||||||| ||10/15/2001||
800014|1339122||||||||||24|||||h||EC50||DEC|POP||PGRT/|OPTICAL DENSITY BASED GROWTH RATE||||||||||F|||1.8||1.2||2.6|uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| LIFESTG/CELLS PER ML//DNUM/8//DOSES/0.1/0.3/1/3/10/30/100 uM//TESTID/6//OEF/IRRADIANCE////||09/07/2011||
2175585|2095615||||||||||0|||||h||||DEC|POP||ABND|||||||5||18||A|||||5.06||232|ug/L||||||||||||||||||||||||||||||||||||||||||||||MULT|P|<=|0.05||||||M||||||||||||||||||||||||||||||||||| ||02/05/2014|02/05/2014|
2378962|2189675||||||||||3|||||d||LOEC||DEC|POP||PSII/|MAXIMUM QUANTUM YIELD||||||||||F|||0.20|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| |69583|04/05/2017|04/05/2017|
703019|1244376||||||||||96|||||h||NOEC||NEF|POP||ABND|||||0||||||F|||12.5|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|||||||||U||P||||||||||||||||||||||||||||||||| TESTID/1//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/LAB//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/2//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//|1254228|01/18/2006|04/10/2017|
2379538|2189909||||||||||96|||||h||||DEC|POP||ABND|||||||||||A|||||0.002||20.0|ug/L|NO CLEAR DOSE RESPONSE|||||||||||||||||||||||||||||||||||||||||||||MULT|P||0.05||||||U|||||||||||||||||||||||||||||||||||CONC1/NO CLEAR DOSE RESPONSE// ||04/06/2017|07/20/2021|
2379546|2189909||||||||||72|||||h||LOEL||DEC|POP||ABND|||||||||||A|||20.0|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P||0.05||||||U||R||||||||||||||||||||||||||||||||| |69742|04/06/2017|07/20/2021|
163373|1190469||||||||||96|||||h||LC50||DEC|POP||PGRT/|FLOW CYTOMETRY, VIABLE POPULATION//||||||||||F|||26||23||27|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||04/28/1998|02/27/2003|
733384|1279989||||||||||5|||||d||MATC||DEC|POP||ABND/|MINIMUM ALGISTATIC CONCENTRATION||||||||||A|||200|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| DNUM/6//DOSES/32/54/90/150/250 ug/L//TESTID/2//OEF/RECOVERY////||09/26/2008||
707234|1257537||||||||||24|||||h||LOEL|||POP||DBMS/|GROWTH RATE, VIABILITY ALSO MEASURED||||||||||A|||5.39|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|0.05||||||M||R||||||||||||||||||||||||||||||||| DNUM/4//DOSES/5.39/21.57/161.77 ug/L//RESIDUES MEASURED//||04/16/2007|02/08/2008|
2190125|2103893||||||||||96|||||h||LOEC||DEC|POP||PGRT|||||49.91|||||OF CONTROL|F|||100|||||ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|1e-4||||||U||R|||||||||||||||||||||||||||||||||EFCT%/OF CONTROL//CONC1/ONLY CONC TESTED// ||04/09/2014|04/09/2014|
2190134|2103895||||||||||96|||||h||LOEC||DEC|BCM||LIPD||WO|||58.07|||||OF CONTROL|F|||100|||||ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|1e-4||||||U||R|||||||||||||||||||||||||||||||||EFCT%/OF CONTROL//CONC1/ONLY CONC TESTED// ||04/09/2014|04/09/2014|
2190419|2104041||||||||||24|||||h||EC10||DEC|POP||PGRT|||||||||||A|||17.60|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||04/10/2014|04/10/2014|
2190432|2104041||||||||||72|||||h||EC25||DEC|POP||CHLA|||||||||||A|||54.81|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||04/10/2014|04/10/2014|
703555|1254682||||||||||96|||||h||LOEC|||POP||ABND|||||||||||A|||32|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|||||||||U||||||||||||||||||||||||||||||||||| DNUM/11//||02/03/2006||
2191531|2104736||||||||||72|||||h||NOEC||DEC|POP||PGRT|||||||||||A|||55|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<=|0.05||||||U||P||||||||||||||||||||||||||||||||| |32506|04/16/2014|04/16/2014|
736652|1282897||||||||||96|||||h||EC50||DEC|POP||CHLA|||||||||||F|||0.15|||||mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| DNUM/7//DOSES/0.0005/0.001/0.01/0.1/0.5/1.0 mg/l//TESTID/1//||10/01/2008||
2190406|2104040||||||||||24|||||h||LOEC||DEC|POP||CHLA|||||||||||A|||||137.1||142.4|ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|A||0.05||||||M||R||||||||||||||||||||||||||||||||| ||04/10/2014|04/10/2014|
2380215|2190048||||||||||96|||||h||LOEC||DEC|BCM||CNRA/|CELLULAR DRY WEIGHT||||||||||A|||0.1|||||uM||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||Z||R||||||||||||||||||||||||Dry||||||||| ||04/11/2017|04/11/2017|
2378798|2189676||||||||||5|||||d||LOEC||DEC|POP||PSII/|MAXIMUM QUANTUM YIELD||||||||||F||>|0.02|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||SIG|||||||||U||R||||||||||||||||||||||||||||||||| |69525|04/04/2017|04/04/2017|
732869|1279521||||||||||4|||||d||LOEL||DEC|POP||PGRT|||||||||||F|||10|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.001||||||U||R||||||||||||||||||||||||||||||||| LIFESTG/CAPRICORNUTUM//DNUM/2//DOSES/10 ug/L//TESTID/3//OEF/RECOVERY////||09/04/2008||
216382|1223917||||||||||21|||||d||||DEC|POP||BMAS||WO|||||||||A|||10|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||||||||||||||||||||||||||||||||||| EFCT%/95% FROM CONTROL//||03/18/2003||
2316467|2163450||||||||||48|||||h||EC50||DEC|POP||PGRT|||||||||||A|||49.7||42.2||58.6|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||Z||P||||||||||||||||||||||||||||||||| ||12/30/2015|12/30/2015|
